region;period;sector;value;unit;value_pCap;unit_pCap
ECE;2045;trn_freight;625.572467447166;billion tkm/yr;12078.9265316547;tkm/yr pCap
ECE;2045;trn_pass;826.724899614014;billion pkm/yr;15962.8977360175;pkm/yr pCap
ECE;2045;trn_shipping_intl;353.732178920025;billion tkm/yr;6830.07201146999;tkm/yr pCap
ECE;2050;trn_aviation_intl;132.644880918214;billion pkm/yr;2608.01617232824;pkm/yr pCap
ECE;2050;trn_freight;622.619835286307;billion tkm/yr;12241.7283531675;tkm/yr pCap
ECE;2050;trn_pass;832.770018736525;billion pkm/yr;16373.6260431647;pkm/yr pCap
ECE;2050;trn_shipping_intl;356.30165473697;billion tkm/yr;7005.4756078697;tkm/yr pCap
ECE;2055;trn_aviation_intl;138.312068723204;billion pkm/yr;2770.45914220618;pkm/yr pCap
ECE;2055;trn_freight;620.511778325436;billion tkm/yr;12429.157809422;tkm/yr pCap
ECE;2055;trn_pass;836.019248402904;billion pkm/yr;16745.8790196635;pkm/yr pCap
ECE;2055;trn_shipping_intl;358.440623187388;billion tkm/yr;7179.74295818613;tkm/yr pCap
ECE;2060;trn_aviation_intl;142.972921211188;billion pkm/yr;2921.50190916661;pkm/yr pCap
ECE;2060;trn_freight;618.919249140851;billion tkm/yr;12646.966661009;tkm/yr pCap
ECE;2060;trn_pass;837.255120349435;billion pkm/yr;17108.4315256264;pkm/yr pCap
ECE;2060;trn_shipping_intl;360.366474562669;billion tkm/yr;7363.71149526525;tkm/yr pCap
ECE;2070;trn_aviation_intl;148.229386947037;billion pkm/yr;3172.50771637853;pkm/yr pCap
ECE;2070;trn_freight;617.267975842022;billion tkm/yr;13211.195544726;tkm/yr pCap
ECE;2070;trn_pass;832.266949395966;billion pkm/yr;17812.752069122;pkm/yr pCap
ECE;2070;trn_shipping_intl;363.533889280757;billion tkm/yr;7780.60337873744;tkm/yr pCap
ECE;2080;trn_aviation_intl;148.250462752463;billion pkm/yr;3335.61573469246;pkm/yr pCap
ECE;2080;trn_freight;616.909440102992;billion tkm/yr;13880.3805201186;tkm/yr pCap
ECE;2080;trn_pass;817.531267006757;billion pkm/yr;18394.3449969804;pkm/yr pCap
ECE;2080;trn_shipping_intl;365.151245824961;billion tkm/yr;8215.85456464997;tkm/yr pCap
ECE;2090;trn_aviation_intl;145.873855685969;billion pkm/yr;3425.74928013227;pkm/yr pCap
ECE;2090;trn_freight;616.986929412772;billion tkm/yr;14489.5226039475;tkm/yr pCap
ECE;2090;trn_pass;802.846780057139;billion pkm/yr;18854.3160520696;pkm/yr pCap
ECE;2090;trn_shipping_intl;366.20373458558;billion tkm/yr;8600.0481322642;tkm/yr pCap
ECE;2100;trn_aviation_intl;142.698002559658;billion pkm/yr;3467.42364461671;pkm/yr pCap
ECE;2100;trn_freight;617.450374538668;billion tkm/yr;15003.4477683578;tkm/yr pCap
ECE;2100;trn_pass;792.277420049248;billion pkm/yr;19251.5761264855;pkm/yr pCap
ECE;2100;trn_shipping_intl;367.46578395102;billion tkm/yr;8929.06365193648;tkm/yr pCap
ECE;2110;trn_aviation_intl;140.433156391245;billion pkm/yr;3496.0824894241;pkm/yr pCap
ECE;2110;trn_freight;617.739609814176;billion tkm/yr;15378.6234561175;tkm/yr pCap
ECE;2110;trn_pass;784.4480119544;billion pkm/yr;19528.8280127862;pkm/yr pCap
ECE;2110;trn_shipping_intl;368.254961278381;billion tkm/yr;9167.70479887298;tkm/yr pCap
ECE;2130;trn_aviation_intl;137.346687518314;billion pkm/yr;3532.25000794595;pkm/yr pCap
ECE;2130;trn_freight;618.043147974315;billion tkm/yr;15894.6892261389;tkm/yr pCap
ECE;2130;trn_pass;773.220341693571;billion pkm/yr;19885.5000250873;pkm/yr pCap
ECE;2130;trn_shipping_intl;369.084433827072;billion tkm/yr;9492.02720411124;tkm/yr pCap
ECE;2150;trn_aviation_intl;134.513332184665;billion pkm/yr;3562.99106514758;pkm/yr pCap
ECE;2150;trn_freight;618.242931479904;billion tkm/yr;16376.0276039365;tkm/yr pCap
ECE;2150;trn_pass;762.429799785002;billion pkm/yr;20195.2514320801;pkm/yr pCap
ECE;2150;trn_shipping_intl;369.631088462563;billion tkm/yr;9790.79355334736;tkm/yr pCap
ECS;1990;trn_aviation_intl;17.101210830988;billion pkm/yr;348.508986054901;pkm/yr pCap
ECS;1990;trn_freight;280.660780593988;billion tkm/yr;5719.64202049058;tkm/yr pCap
ECS;1990;trn_pass;348.419729163755;billion pkm/yr;7100.51514670251;pkm/yr pCap
ECS;1990;trn_shipping_intl;40.6786352920958;billion tkm/yr;828.998021242826;tkm/yr pCap
ECS;2005;trn_aviation_intl;14.0738630225576;billion pkm/yr;310.158613770943;pkm/yr pCap
ECS;2005;trn_freight;197.874862306615;billion tkm/yr;4360.74963176548;tkm/yr pCap
ECS;2005;trn_pass;340.31943554422;billion pkm/yr;7499.93119860017;pkm/yr pCap
ECS;2005;trn_shipping_intl;62.6085944092515;billion tkm/yr;1379.76295641051;tkm/yr pCap
ECS;2010;trn_aviation_intl;14.9907501207061;billion pkm/yr;340.803407825034;pkm/yr pCap
ECS;2010;trn_freight;182.742337544462;billion tkm/yr;4154.50933993234;tkm/yr pCap
ECS;2010;trn_pass;357.623237633525;billion pkm/yr;8130.29482324443;pkm/yr pCap
ECS;2010;trn_shipping_intl;54.6210757177878;billion tkm/yr;1241.76899713505;tkm/yr pCap
ECS;2015;trn_aviation_intl;17.0708385434437;billion pkm/yr;396.040498161615;pkm/yr pCap
ECS;2015;trn_freight;199.098133346797;billion tkm/yr;4619.04221711458;tkm/yr pCap
ECS;2015;trn_pass;382.176626893638;billion pkm/yr;8866.4315648872;pkm/yr pCap
ECS;2015;trn_shipping_intl;56.2055283446192;billion tkm/yr;1303.95852484874;tkm/yr pCap
ECS;2020;trn_aviation_intl;16.3501619683018;billion pkm/yr;388.369384897679;pkm/yr pCap
ECS;2020;trn_freight;210.722436339769;billion tkm/yr;5005.34142377773;tkm/yr pCap
ECS;2020;trn_pass;406.306420024821;billion pkm/yr;9651.09548950888;pkm/yr pCap
ECS;2020;trn_shipping_intl;39.9671562002261;billion tkm/yr;949.349608871393;tkm/yr pCap
ECS;2025;trn_aviation_intl;27.0773842477891;billion pkm/yr;682.341050213464;pkm/yr pCap
ECS;2025;trn_freight;227.820606448699;billion tkm/yr;5741.00328310575;tkm/yr pCap
ECS;2025;trn_pass;443.730278588135;billion pkm/yr;11181.8549950246;pkm/yr pCap
ECS;2025;trn_shipping_intl;42.0670007809808;billion tkm/yr;1060.07438641599;tkm/yr pCap
ECS;2030;trn_aviation_intl;48.5844636962909;billion pkm/yr;1257.48442037042;pkm/yr pCap
ECS;2030;trn_freight;243.974941692383;billion tkm/yr;6314.66655795103;tkm/yr pCap
ECS;2030;trn_pass;492.095365722503;billion pkm/yr;12736.6283098392;pkm/yr pCap
ECS;2030;trn_shipping_intl;44.3866723179309;billion tkm/yr;1148.83534087763;tkm/yr pCap
ECS;2035;trn_aviation_intl;63.6799485615407;billion pkm/yr;1698.32586434091;pkm/yr pCap
ECS;2035;trn_freight;249.280588070503;billion tkm/yr;6648.24139719758;tkm/yr pCap
ECS;2035;trn_pass;509.115273666886;billion pkm/yr;13577.9575318575;pkm/yr pCap
ECS;2035;trn_shipping_intl;45.5086677302367;billion tkm/yr;1213.70304473888;tkm/yr pCap
ECS;2040;trn_aviation_intl;74.2864808958798;billion pkm/yr;2041.87954316447;pkm/yr pCap
ECS;2040;trn_freight;251.424887807511;billion tkm/yr;6910.80434643463;tkm/yr pCap
ECS;2040;trn_pass;515.580287689434;billion pkm/yr;14171.5266303629;pkm/yr pCap
ECS;2040;trn_shipping_intl;46.2095197044745;billion tkm/yr;1270.14056724896;tkm/yr pCap
ECS;2045;trn_aviation_intl;81.5825272619451;billion pkm/yr;2310.90510538433;pkm/yr pCap
ECS;2045;trn_freight;252.427065389458;billion tkm/yr;7150.24422169113;tkm/yr pCap
ECS;2045;trn_pass;517.664252335624;billion pkm/yr;14663.3477013572;pkm/yr pCap
ECS;2045;trn_shipping_intl;46.702449417072;billion tkm/yr;1322.89268810391;tkm/yr pCap
ECS;2050;trn_aviation_intl;86.3797799585804;billion pkm/yr;2520.27257991782;pkm/yr pCap
ECS;2050;trn_freight;252.811963360571;billion tkm/yr;7376.20609173065;tkm/yr pCap
ECS;2050;trn_pass;517.485659218458;billion pkm/yr;15098.49779722;pkm/yr pCap
ECS;2050;trn_shipping_intl;47.082619684233;billion tkm/yr;1373.71310088738;tkm/yr pCap
ECS;2055;trn_aviation_intl;90.2480835328565;billion pkm/yr;2712.30048955641;pkm/yr pCap
ECS;2055;trn_freight;253.274404178653;billion tkm/yr;7611.86568793752;tkm/yr pCap
ECS;2055;trn_pass;515.879550008447;billion pkm/yr;15504.1558919159;pkm/yr pCap
ECS;2055;trn_shipping_intl;47.4101131542104;billion tkm/yr;1424.85544384191;tkm/yr pCap
ECS;2060;trn_aviation_intl;93.3813211524686;billion pkm/yr;2894.0321243883;pkm/yr pCap
ECS;2060;trn_freight;253.81386498762;billion tkm/yr;7866.08574202968;tkm/yr pCap
ECS;2060;trn_pass;513.068990985641;billion pkm/yr;15900.804610759;pkm/yr pCap
ECS;2060;trn_shipping_intl;47.7081005197019;billion tkm/yr;1478.54810569805;tkm/yr pCap
ECS;2070;trn_aviation_intl;96.6124133031527;billion pkm/yr;3194.47864297758;pkm/yr pCap
ECS;2070;trn_freight;255.123756379063;billion tkm/yr;8435.63847755098;tkm/yr pCap
ECS;2070;trn_pass;503.62903723792;billion pkm/yr;16652.4378020831;pkm/yr pCap
ECS;2070;trn_shipping_intl;48.2103050257365;billion tkm/yr;1594.06834495381;tkm/yr pCap
ECS;2080;trn_aviation_intl;96.8608471704315;billion pkm/yr;3403.49625027562;pkm/yr pCap
ECS;2080;trn_freight;256.413886127031;billion tkm/yr;9009.87060763966;tkm/yr pCap
ECS;2080;trn_pass;492.286633235264;billion pkm/yr;17297.9667143414;pkm/yr pCap
ECS;2080;trn_shipping_intl;48.5892079920111;billion tkm/yr;1707.32749129986;tkm/yr pCap
ECS;2090;trn_aviation_intl;95.2792521616916;billion pkm/yr;3528.55445651437;pkm/yr pCap
ECS;2090;trn_freight;257.844210563323;billion tkm/yr;9548.95549269906;tkm/yr pCap
ECS;2090;trn_pass;482.073056965937;billion pkm/yr;17853.0057166694;pkm/yr pCap
ECS;2090;trn_shipping_intl;48.9293713798581;billion tkm/yr;1812.04142055873;tkm/yr pCap
ECS;2100;trn_aviation_intl;92.1653306338107;billion pkm/yr;3584.77693285449;pkm/yr pCap
ECS;2100;trn_freight;259.496057933573;billion tkm/yr;10093.117186797;tkm/yr pCap
ECS;2100;trn_pass;472.158695226579;billion pkm/yr;18364.6452267377;pkm/yr pCap
ECS;2100;trn_shipping_intl;49.259120563221;billion tkm/yr;1915.93691373309;tkm/yr pCap
ECS;2110;trn_aviation_intl;89.7700809971663;billion pkm/yr;3622.80314796633;pkm/yr pCap
ECS;2110;trn_freight;260.421422086158;billion tkm/yr;10509.6880525415;tkm/yr pCap
ECS;2110;trn_pass;463.902165405648;billion pkm/yr;18721.4515851114;pkm/yr pCap
ECS;2110;trn_shipping_intl;49.4436714051315;billion tkm/yr;1995.37180343167;tkm/yr pCap
ECS;2130;trn_aviation_intl;86.4472334299314;billion pkm/yr;3668.50128533083;pkm/yr pCap
ECS;2130;trn_freight;261.244765616938;billion tkm/yr;11086.2629193158;tkm/yr pCap
ECS;2130;trn_pass;451.641486237606;billion pkm/yr;19165.9964932749;pkm/yr pCap
ECS;2130;trn_shipping_intl;49.6077708444935;billion tkm/yr;2105.17056341575;tkm/yr pCap
ECS;2150;trn_aviation_intl;83.3507152623582;billion pkm/yr;3705.10479624413;pkm/yr pCap
ECS;2150;trn_freight;261.618250072716;billion tkm/yr;11629.4506901151;tkm/yr pCap
ECS;2150;trn_pass;439.538459633731;billion pkm/yr;19538.3572869968;pkm/yr pCap
ECS;2150;trn_shipping_intl;49.6821770613111;billion tkm/yr;2208.4714202908;tkm/yr pCap
ENC;1990;trn_aviation_intl;28.2131267199529;billion pkm/yr;1504.05018162034;pkm/yr pCap
ENC;1990;trn_freight;162.057146731331;billion tkm/yr;8639.31472018496;tkm/yr pCap
ENC;1990;trn_pass;287.438086794877;billion pkm/yr;15323.4099481321;pkm/yr pCap
ENC;1990;trn_shipping_intl;864.623033105473;billion tkm/yr;46093.3112052314;tkm/yr pCap
ENC;2005;trn_aviation_intl;42.98538338847;billion pkm/yr;2174.26902336763;pkm/yr pCap
ENC;2005;trn_freight;175.780851321868;billion tkm/yr;8891.27488933472;tkm/yr pCap
ENC;2005;trn_pass;291.121128295994;billion pkm/yr;14725.3694489927;pkm/yr pCap
ENC;2005;trn_shipping_intl;1266.78529074611;billion tkm/yr;64076.0137471712;tkm/yr pCap
ENC;2010;trn_aviation_intl;48.5604008062274;billion pkm/yr;2384.45111116309;pkm/yr pCap
ENC;2010;trn_freight;161.790907946261;billion tkm/yr;7944.38480374061;tkm/yr pCap
ENC;2010;trn_pass;299.014959617418;billion pkm/yr;14682.4684491217;pkm/yr pCap
ENC;2010;trn_shipping_intl;1132.95449656136;billion tkm/yr;55631.2255123833;tkm/yr pCap
ENC;2015;trn_aviation_intl;50.7248286551306;billion pkm/yr;2411.00342689851;pkm/yr pCap
ENC;2015;trn_freight;163.59866509286;billion tkm/yr;7776.01329827286;tkm/yr pCap
ENC;2015;trn_pass;310.045171596519;billion pkm/yr;14736.766806938;pkm/yr pCap
ENC;2015;trn_shipping_intl;1140.84986297896;billion tkm/yr;54225.7707348756;tkm/yr pCap
ENC;2020;trn_aviation_intl;52.5615648653041;billion pkm/yr;2411.67004625231;pkm/yr pCap
ENC;2020;trn_freight;151.19764769523;billion tkm/yr;6937.3664757667;tkm/yr pCap
ENC;2020;trn_pass;295.286398806522;billion pkm/yr;13548.5571042707;pkm/yr pCap
ENC;2020;trn_shipping_intl;1117.38453929413;billion tkm/yr;51268.6947290623;tkm/yr pCap
ENC;2025;trn_aviation_intl;55.7050224058096;billion pkm/yr;2500.5458466877;pkm/yr pCap
ENC;2025;trn_freight;154.180539903832;billion tkm/yr;6921.01882462192;tkm/yr pCap
ENC;2025;trn_pass;307.962830885808;billion pkm/yr;13824.1606312572;pkm/yr pCap
ENC;2025;trn_shipping_intl;1133.8995933101;billion tkm/yr;50899.6818627388;tkm/yr pCap
ENC;2030;trn_aviation_intl;60.4598968485414;billion pkm/yr;2673.22062276242;pkm/yr pCap
ENC;2030;trn_freight;157.892974411187;billion tkm/yr;6981.20204277965;tkm/yr pCap
ENC;2030;trn_pass;323.066185047654;billion pkm/yr;14284.2980786098;pkm/yr pCap
ENC;2030;trn_shipping_intl;1154.37273604343;billion tkm/yr;51040.3286343088;tkm/yr pCap
ENC;2035;trn_aviation_intl;64.5574545162899;billion pkm/yr;2825.58011910561;pkm/yr pCap
ENC;2035;trn_freight;161.178380959487;billion tkm/yr;7054.52890423117;tkm/yr pCap
ENC;2035;trn_pass;336.057169401747;billion pkm/yr;14708.7034930238;pkm/yr pCap
ENC;2035;trn_shipping_intl;1172.41765348041;billion tkm/yr;51314.910691325;tkm/yr pCap
ENC;2040;trn_aviation_intl;68.0671853987979;billion pkm/yr;2947.74620662339;pkm/yr pCap
ENC;2040;trn_freight;164.07997307506;billion tkm/yr;7105.71643856185;tkm/yr pCap
ENC;2040;trn_pass;348.127345696462;billion pkm/yr;15076.1494938608;pkm/yr pCap
ENC;2040;trn_shipping_intl;1188.29856198423;billion tkm/yr;51460.9581386759;tkm/yr pCap
ENC;2045;trn_aviation_intl;71.3053280866567;billion pkm/yr;3050.30892115149;pkm/yr pCap
ENC;2045;trn_freight;166.848126918828;billion tkm/yr;7137.45162772982;tkm/yr pCap
ENC;2045;trn_pass;360.363574561915;billion pkm/yr;15415.6814902861;pkm/yr pCap
ENC;2045;trn_shipping_intl;1203.40122149616;billion tkm/yr;51479.2594067207;tkm/yr pCap
ENC;2050;trn_aviation_intl;74.3756839242268;billion pkm/yr;3134.43266445119;pkm/yr pCap
ENC;2050;trn_freight;169.538533636276;billion tkm/yr;7144.90394809804;tkm/yr pCap
ENC;2050;trn_pass;373.222792278418;billion pkm/yr;15728.819548429;pkm/yr pCap
ENC;2050;trn_shipping_intl;1218.03568943596;billion tkm/yr;51331.9763933197;tkm/yr pCap
ENC;2055;trn_aviation_intl;77.2876273587116;billion pkm/yr;3213.40602442264;pkm/yr pCap
ENC;2055;trn_freight;172.200311254035;billion tkm/yr;7159.61320720761;tkm/yr pCap
ENC;2055;trn_pass;385.725072634504;billion pkm/yr;16037.3828843494;pkm/yr pCap
ENC;2055;trn_shipping_intl;1232.47248300704;billion tkm/yr;51242.8009136386;tkm/yr pCap
ENC;2060;trn_aviation_intl;80.0905388939756;billion pkm/yr;3288.61343824071;pkm/yr pCap
ENC;2060;trn_freight;174.901347341476;billion tkm/yr;7181.65877239278;tkm/yr pCap
ENC;2060;trn_pass;398.157836153564;billion pkm/yr;16348.8375605617;pkm/yr pCap
ENC;2060;trn_shipping_intl;1247.08028781615;billion tkm/yr;51206.6100404996;tkm/yr pCap
ENC;2070;trn_aviation_intl;84.9478790369122;billion pkm/yr;3409.65199277297;pkm/yr pCap
ENC;2070;trn_freight;180.207058952932;billion tkm/yr;7233.18068251742;tkm/yr pCap
ENC;2070;trn_pass;421.978742081186;billion pkm/yr;16937.4524138472;pkm/yr pCap
ENC;2070;trn_shipping_intl;1275.65456562954;billion tkm/yr;51202.4335522104;tkm/yr pCap
ENC;2080;trn_aviation_intl;88.6354597062707;billion pkm/yr;3486.8128730228;pkm/yr pCap
ENC;2080;trn_freight;184.752970045997;billion tkm/yr;7267.96066067;tkm/yr pCap
ENC;2080;trn_pass;442.553265326176;billion pkm/yr;17409.5156458969;pkm/yr pCap
ENC;2080;trn_shipping_intl;1300.01342857739;billion tkm/yr;51140.9719415655;tkm/yr pCap
ENC;2090;trn_aviation_intl;90.6540961430901;billion pkm/yr;3532.88151225919;pkm/yr pCap
ENC;2090;trn_freight;188.431911344806;billion tkm/yr;7343.38153743173;tkm/yr pCap
ENC;2090;trn_pass;456.800246071602;billion pkm/yr;17801.9660754714;pkm/yr pCap
ENC;2090;trn_shipping_intl;1319.64555952814;billion tkm/yr;51427.9177482843;tkm/yr pCap
ENC;2100;trn_aviation_intl;91.4143754018922;billion pkm/yr;3553.00313191853;pkm/yr pCap
ENC;2100;trn_freight;191.402523199238;billion tkm/yr;7439.24313210287;tkm/yr pCap
ENC;2100;trn_pass;466.25676166074;billion pkm/yr;18122.0046319379;pkm/yr pCap
ENC;2100;trn_shipping_intl;1335.44598544931;billion tkm/yr;51904.7879280396;tkm/yr pCap
ENC;2110;trn_aviation_intl;91.9109628937126;billion pkm/yr;3566.42157866981;pkm/yr pCap
ENC;2110;trn_freight;193.393046808687;billion tkm/yr;7504.23141688558;tkm/yr pCap
ENC;2110;trn_pass;472.575905140902;billion pkm/yr;18337.3653434897;pkm/yr pCap
ENC;2110;trn_shipping_intl;1346.00794102367;billion tkm/yr;52229.153245615;tkm/yr pCap
ENC;2130;trn_aviation_intl;92.5440469327919;billion pkm/yr;3583.29036110662;pkm/yr pCap
ENC;2130;trn_freight;195.915862931017;billion tkm/yr;7585.83016948058;tkm/yr pCap
ENC;2130;trn_pass;480.641009782725;billion pkm/yr;18610.341287082;pkm/yr pCap
ENC;2130;trn_shipping_intl;1359.36536234034;billion tkm/yr;52634.4044975017;tkm/yr pCap
ENC;2150;trn_aviation_intl;93.0883801422314;billion pkm/yr;3597.58233272048;pkm/yr pCap
ENC;2150;trn_freight;198.071364565396;billion tkm/yr;7654.85488832813;tkm/yr pCap
ENC;2150;trn_pass;487.582449769972;billion pkm/yr;18843.5764416232;pkm/yr pCap
ENC;2150;trn_shipping_intl;1370.75267524959;billion tkm/yr;52975.4154006383;tkm/yr pCap
ESC;1990;trn_aviation_intl;57.2886639740845;billion pkm/yr;841.753696303001;pkm/yr pCap
ESC;1990;trn_freight;427.112114339921;billion tkm/yr;6275.64296392136;tkm/yr pCap
ESC;1990;trn_pass;1087.89499078624;billion pkm/yr;15984.6567568426;pkm/yr pCap
ESC;1990;trn_shipping_intl;2088.39201720294;billion tkm/yr;30685.1578980002;tkm/yr pCap
ESC;2005;trn_aviation_intl;92.825512836053;billion pkm/yr;1318.58740765078;pkm/yr pCap
ESC;2005;trn_freight;569.616997734477;billion tkm/yr;8091.41557583515;tkm/yr pCap
ESC;2005;trn_pass;1103.17980218515;billion pkm/yr;15670.6809485144;pkm/yr pCap
ESC;2005;trn_shipping_intl;2387.42867166098;billion tkm/yr;33913.4499442692;tkm/yr pCap
ESC;2010;trn_aviation_intl;99.1655486411156;billion pkm/yr;1378.39143216024;pkm/yr pCap
ESC;2010;trn_freight;504.894648869034;billion tkm/yr;7017.98626318578;tkm/yr pCap
ESC;2010;trn_pass;1112.06002188074;billion pkm/yr;15457.5255944563;pkm/yr pCap
ESC;2010;trn_shipping_intl;2899.48098484423;billion tkm/yr;40302.5022498969;tkm/yr pCap
ESC;2015;trn_aviation_intl;95.7252069662105;billion pkm/yr;1308.01092020683;pkm/yr pCap
ESC;2015;trn_freight;494.964689598771;billion tkm/yr;6763.30968227107;tkm/yr pCap
ESC;2015;trn_pass;1095.48277852754;billion pkm/yr;14968.9249323674;pkm/yr pCap
ESC;2015;trn_shipping_intl;2870.5111409766;billion tkm/yr;39223.314714776;tkm/yr pCap
ESC;2020;trn_aviation_intl;107.252903149039;billion pkm/yr;1491.89633097941;pkm/yr pCap
ESC;2020;trn_freight;395.027275084891;billion tkm/yr;5494.86051223241;tkm/yr pCap
ESC;2020;trn_pass;867.876295011548;billion pkm/yr;12072.2276251347;pkm/yr pCap
ESC;2020;trn_shipping_intl;3116.46948665568;billion tkm/yr;43350.336039762;tkm/yr pCap
ESC;2025;trn_aviation_intl;118.72131020415;billion pkm/yr;1684.82686961743;pkm/yr pCap
ESC;2025;trn_freight;408.663363966031;billion tkm/yr;5799.52339688841;tkm/yr pCap
ESC;2025;trn_pass;888.303618005821;billion pkm/yr;12606.3113810065;pkm/yr pCap
ESC;2025;trn_shipping_intl;3163.49564920631;billion tkm/yr;44894.572529021;tkm/yr pCap
ESC;2030;trn_aviation_intl;127.103739132148;billion pkm/yr;1833.33441971762;pkm/yr pCap
ESC;2030;trn_freight;414.318454962815;billion tkm/yr;5976.09707939292;tkm/yr pCap
ESC;2030;trn_pass;892.109163554691;billion pkm/yr;12867.7129945789;pkm/yr pCap
ESC;2030;trn_shipping_intl;3184.63504329326;billion tkm/yr;45934.927477139;tkm/yr pCap
ESC;2035;trn_aviation_intl;139.670854291103;billion pkm/yr;2036.81779525005;pkm/yr pCap
ESC;2035;trn_freight;422.167094690596;billion tkm/yr;6156.45587190765;tkm/yr pCap
ESC;2035;trn_pass;903.782011370367;billion pkm/yr;13179.8383644834;pkm/yr pCap
ESC;2035;trn_shipping_intl;3220.09953105245;billion tkm/yr;46958.6590603517;tkm/yr pCap
ESC;2040;trn_aviation_intl;151.200900180134;billion pkm/yr;2226.15970325828;pkm/yr pCap
ESC;2040;trn_freight;429.452315435206;billion tkm/yr;6322.90838185388;tkm/yr pCap
ESC;2040;trn_pass;914.922248406081;billion pkm/yr;13470.5748351337;pkm/yr pCap
ESC;2040;trn_shipping_intl;3253.10176804644;billion tkm/yr;47896.0380394268;tkm/yr pCap
ESC;2045;trn_aviation_intl;161.97838441244;billion pkm/yr;2406.11354164878;pkm/yr pCap
ESC;2045;trn_freight;436.52229639962;billion tkm/yr;6484.33562545202;tkm/yr pCap
ESC;2045;trn_pass;925.918747832648;billion pkm/yr;13754.0922247618;pkm/yr pCap
ESC;2045;trn_shipping_intl;3285.04304104383;billion tkm/yr;48797.7860417997;tkm/yr pCap
ESC;2050;trn_aviation_intl;171.474020709757;billion pkm/yr;2569.56871837546;pkm/yr pCap
ESC;2050;trn_freight;443.113431302603;billion tkm/yr;6640.13363105561;tkm/yr pCap
ESC;2050;trn_pass;935.66122687126;billion pkm/yr;14021.0500087049;pkm/yr pCap
ESC;2050;trn_shipping_intl;3314.7458973944;billion tkm/yr;49672.0572134074;tkm/yr pCap
ESC;2055;trn_aviation_intl;179.803659621274;billion pkm/yr;2727.8771855139;pkm/yr pCap
ESC;2055;trn_freight;449.181914630074;billion tkm/yr;6814.72835228021;tkm/yr pCap
ESC;2055;trn_pass;940.669090979996;billion pkm/yr;14271.2876801693;pkm/yr pCap
ESC;2055;trn_shipping_intl;3342.0303191277;billion tkm/yr;50703.3520899792;tkm/yr pCap
ESC;2060;trn_aviation_intl;186.733848756008;billion pkm/yr;2877.51606265596;pkm/yr pCap
ESC;2060;trn_freight;454.686263695631;billion tkm/yr;7006.58737539734;tkm/yr pCap
ESC;2060;trn_pass;941.136938490463;billion pkm/yr;14502.6553873674;pkm/yr pCap
ESC;2060;trn_shipping_intl;3366.72669936155;billion tkm/yr;51880.3110444318;tkm/yr pCap
ESC;2070;trn_aviation_intl;195.106254224238;billion pkm/yr;3117.48009718968;pkm/yr pCap
ESC;2070;trn_freight;464.035604026684;billion tkm/yr;7414.53299737872;tkm/yr pCap
ESC;2070;trn_pass;932.338349063498;billion pkm/yr;14897.2479565499;pkm/yr pCap
ESC;2070;trn_shipping_intl;3408.5634993484;billion tkm/yr;54463.291868712;tkm/yr pCap
ESC;2080;trn_aviation_intl;198.589224610743;billion pkm/yr;3268.84966597305;pkm/yr pCap
ESC;2080;trn_freight;471.271546399051;billion tkm/yr;7757.29821217;tkm/yr pCap
ESC;2080;trn_pass;923.015611545554;billion pkm/yr;15193.1670985807;pkm/yr pCap
ESC;2080;trn_shipping_intl;3440.84881971425;billion tkm/yr;56637.60225175;tkm/yr pCap
ESC;2090;trn_aviation_intl;198.64255410511;billion pkm/yr;3356.74141667436;pkm/yr pCap
ESC;2090;trn_freight;477.077112172136;billion tkm/yr;8061.84006538816;tkm/yr pCap
ESC;2090;trn_pass;912.666609216016;billion pkm/yr;15422.6057985043;pkm/yr pCap
ESC;2090;trn_shipping_intl;3466.69348073009;billion tkm/yr;58581.5745176345;tkm/yr pCap
ESC;2100;trn_aviation_intl;194.339712151179;billion pkm/yr;3400.88222667922;pkm/yr pCap
ESC;2100;trn_freight;480.8353875309;billion tkm/yr;8414.46406043952;tkm/yr pCap
ESC;2100;trn_pass;890.26540271685;billion pkm/yr;15579.3571556383;pkm/yr pCap
ESC;2100;trn_shipping_intl;3483.39670984209;billion tkm/yr;60958.3179260822;tkm/yr pCap
ESC;2110;trn_aviation_intl;190.667090969499;billion pkm/yr;3431.90132256445;pkm/yr pCap
ESC;2110;trn_freight;482.761979552572;billion tkm/yr;8689.44644660963;tkm/yr pCap
ESC;2110;trn_pass;870.449559097095;billion pkm/yr;15667.6067060196;pkm/yr pCap
ESC;2110;trn_shipping_intl;3491.95091589553;billion tkm/yr;62853.1693941306;tkm/yr pCap
ESC;2130;trn_aviation_intl;185.676892492319;billion pkm/yr;3471.39878035177;pkm/yr pCap
ESC;2130;trn_freight;484.735155431708;billion tkm/yr;9062.56564708972;tkm/yr pCap
ESC;2130;trn_pass;843.1314263579;billion pkm/yr;15763.1106695527;pkm/yr pCap
ESC;2130;trn_shipping_intl;3500.70614684704;billion tkm/yr;65448.8928881525;tkm/yr pCap
ESC;2150;trn_aviation_intl;181.111033522011;billion pkm/yr;3505.37720816003;pkm/yr pCap
ESC;2150;trn_freight;485.978850117362;billion tkm/yr;9406.04860853044;tkm/yr pCap
ESC;2150;trn_pass;817.80041098998;billion pkm/yr;15828.4057340979;pkm/yr pCap
ESC;2150;trn_shipping_intl;3506.22156684791;billion tkm/yr;67862.3987074433;tkm/yr pCap
